Season,Rank,Player,Age,Team,Pos,G,GS,MP,FG,FGA,FG%,3P,3PA,3P%,2P,2PA,2P%,eFG%,FT,FTA,FT%,ORB,DRB,TRB,AST,STL,BLK,TOV,PF,PTS,Trp-Dbl,Honors,Contract Age
2014,207.0,Jared Dudley,29.0,MIL,SG,72.0,22.0,1717.0,198.0,423.0,0.468,74.0,192.0,0.385,124.0,231.0,0.537,0.556,48.0,67.0,0.716,45.0,175.0,220.0,130.0,72.0,11.0,62.0,113.0,518.0,0.0,,4
2014,217.0,Joakim Noah,29.0,CHI,C,67.0,67.0,2049.0,190.0,427.0,0.445,0.0,2.0,0.0,190.0,425.0,0.447,0.445,105.0,174.0,0.603,219.0,427.0,646.0,312.0,48.0,74.0,123.0,203.0,485.0,0.0,DPOY-12,4
2014,246.0,Andrew Bogut,30.0,GSW,C,67.0,65.0,1583.0,200.0,355.0,0.563,0.0,0.0,,200.0,355.0,0.563,0.563,22.0,42.0,0.524,141.0,402.0,543.0,180.0,39.0,113.0,106.0,188.0,422.0,0.0,"DPOY-6,DEF2",1
2014,247.0,Kosta Koufos,25.0,MEM,C,81.0,3.0,1348.0,182.0,358.0,0.508,0.0,0.0,,182.0,358.0,0.508,0.508,55.0,85.0,0.647,121.0,305.0,426.0,37.0,29.0,63.0,69.0,148.0,419.0,0.0,,3
2014,305.0,Nick Collison,34.0,OKC,PF,66.0,2.0,1101.0,106.0,253.0,0.419,16.0,60.0,0.267,90.0,193.0,0.466,0.451,45.0,65.0,0.692,90.0,160.0,250.0,90.0,35.0,25.0,45.0,156.0,273.0,0.0,,4
2014,344.0,Larry Sanders,26.0,MIL,C,27.0,26.0,586.0,86.0,172.0,0.5,0.0,0.0,,86.0,172.0,0.5,0.5,24.0,48.0,0.5,67.0,99.0,166.0,23.0,26.0,39.0,28.0,104.0,196.0,0.0,,1
2014,419.0,Paul George,24.0,IND,SF,6.0,0.0,91.0,18.0,49.0,0.367,9.0,22.0,0.409,9.0,27.0,0.333,0.459,8.0,11.0,0.727,4.0,18.0,22.0,6.0,5.0,1.0,12.0,11.0,53.0,0.0,,1
2015,1.0,James Harden,26.0,HOU,SG,82.0,82.0,3125.0,710.0,1617.0,0.439,236.0,657.0,0.359,474.0,960.0,0.494,0.512,720.0,837.0,0.86,63.0,438.0,501.0,612.0,139.0,51.0,374.0,229.0,2376.0,3.0,"MVP-9,AS",3
2015,2.0,Stephen Curry,27.0,GSW,PG,79.0,79.0,2700.0,805.0,1598.0,0.504,402.0,886.0,0.454,403.0,712.0,0.566,0.63,363.0,400.0,0.908,68.0,362.0,430.0,527.0,169.0,15.0,262.0,161.0,2375.0,2.0,"MVP-1,AS,NBA1",3
2015,3.0,Kevin Durant,27.0,OKC,SF,72.0,72.0,2578.0,698.0,1381.0,0.505,186.0,481.0,0.387,512.0,900.0,0.569,0.573,447.0,498.0,0.898,45.0,544.0,589.0,361.0,69.0,85.0,250.0,137.0,2029.0,1.0,"MVP-5,AS,NBA2",5
2015,6.0,Russell Westbrook,27.0,OKC,PG,80.0,80.0,2750.0,656.0,1444.0,0.454,101.0,341.0,0.296,555.0,1103.0,0.503,0.489,465.0,573.0,0.812,145.0,481.0,626.0,834.0,163.0,20.0,342.0,200.0,1878.0,18.0,"MVP-4,AS,NBA1",4
2015,7.0,Paul George,25.0,IND,SF,81.0,81.0,2819.0,605.0,1449.0,0.418,210.0,566.0,0.371,395.0,883.0,0.447,0.49,454.0,528.0,0.86,79.0,484.0,563.0,329.0,152.0,29.0,265.0,230.0,1874.0,0.0,"AS,NBA3,DEF2",2
2015,8.0,DeMar DeRozan,26.0,TOR,SG,78.0,78.0,2804.0,614.0,1377.0,0.446,47.0,139.0,0.338,567.0,1238.0,0.458,0.463,555.0,653.0,0.85,64.0,285.0,349.0,315.0,81.0,21.0,175.0,167.0,1830.0,0.0,AS,3
2015,10.0,Klay Thompson,25.0,GSW,SG,80.0,80.0,2666.0,651.0,1386.0,0.47,276.0,650.0,0.425,375.0,736.0,0.51,0.569,193.0,221.0,0.873,35.0,271.0,306.0,166.0,60.0,49.0,138.0,152.0,1771.0,0.0,"AS,NBA3",1
2015,11.0,DeMarcus Cousins,25.0,SAC,C,65.0,65.0,2246.0,601.0,1332.0,0.451,70.0,210.0,0.333,531.0,1122.0,0.473,0.477,476.0,663.0,0.718,158.0,589.0,747.0,214.0,101.0,92.0,249.0,236.0,1748.0,1.0,"AS,NBA2",2
2015,12.0,Kemba Walker,25.0,CHO,PG,81.0,81.0,2885.0,568.0,1331.0,0.427,182.0,490.0,0.371,386.0,841.0,0.459,0.495,371.0,438.0,0.847,56.0,301.0,357.0,421.0,126.0,39.0,171.0,111.0,1689.0,0.0,,1
2015,18.0,John Wall,25.0,WAS,PG,77.0,77.0,2784.0,572.0,1349.0,0.424,115.0,328.0,0.351,457.0,1021.0,0.448,0.467,272.0,344.0,0.791,42.0,337.0,379.0,789.0,145.0,59.0,318.0,159.0,1531.0,4.0,AS,2
2015,19.0,Kawhi Leonard,24.0,SAS,SF,72.0,72.0,2380.0,551.0,1090.0,0.506,129.0,291.0,0.443,422.0,799.0,0.528,0.565,292.0,334.0,0.874,95.0,398.0,493.0,186.0,128.0,71.0,105.0,133.0,1523.0,0.0,"MVP-2,DPOY-1,AS,NBA1,DEF1",1
2015,24.0,Chris Paul,30.0,LAC,PG,74.0,74.0,2420.0,515.0,1114.0,0.462,122.0,329.0,0.371,393.0,785.0,0.501,0.517,294.0,328.0,0.896,39.0,271.0,310.0,738.0,152.0,13.0,194.0,185.0,1446.0,0.0,"MVP-6,DPOY-13,AS,NBA2,DEF1",3
2015,33.0,Al Horford,29.0,ATL,C,82.0,82.0,2631.0,529.0,1048.0,0.505,88.0,256.0,0.344,441.0,792.0,0.557,0.547,103.0,129.0,0.798,148.0,448.0,596.0,263.0,68.0,121.0,107.0,163.0,1249.0,0.0,"DPOY-13,AS",5
2015,35.0,Kevin Love,27.0,CLE,PF,77.0,77.0,2424.0,409.0,977.0,0.419,158.0,439.0,0.36,251.0,538.0,0.467,0.499,258.0,314.0,0.822,149.0,613.0,762.0,186.0,58.0,41.0,142.0,159.0,1234.0,0.0,,4
2015,40.0,Rudy Gay,29.0,SAC,SF,70.0,70.0,2379.0,466.0,1007.0,0.463,74.0,215.0,0.344,392.0,792.0,0.495,0.5,198.0,254.0,0.78,103.0,353.0,456.0,120.0,100.0,51.0,139.0,184.0,1204.0,0.0,,1
2015,42.0,Nikola Vucevic,25.0,ORL,C,65.0,60.0,2037.0,533.0,1046.0,0.51,2.0,9.0,0.222,531.0,1037.0,0.512,0.511,113.0,150.0,0.753,174.0,402.0,576.0,179.0,53.0,70.0,123.0,173.0,1181.0,0.0,,1
2015,44.0,Kobe Bryant,37.0,LAL,SF,66.0,66.0,1863.0,398.0,1113.0,0.358,133.0,467.0,0.285,265.0,646.0,0.41,0.417,232.0,281.0,0.826,41.0,206.0,247.0,184.0,62.0,13.0,129.0,115.0,1161.0,0.0,AS,2
2015,50.0,Marcus Morris Sr.,26.0,DET,SF,80.0,80.0,2856.0,410.0,945.0,0.434,108.0,298.0,0.362,302.0,647.0,0.467,0.491,203.0,271.0,0.749,91.0,313.0,404.0,201.0,67.0,23.0,140.0,170.0,1131.0,0.0,,1
2015,57.0,Jrue Holiday,25.0,NOP,PG,65.0,23.0,1831.0,410.0,935.0,0.439,87.0,259.0,0.336,323.0,676.0,0.478,0.485,182.0,216.0,0.843,27.0,168.0,195.0,391.0,88.0,22.0,167.0,148.0,1089.0,0.0,6MOY-16,3
2015,58.0,Derrick Rose,27.0,CHI,PG,66.0,66.0,2097.0,447.0,1048.0,0.427,44.0,150.0,0.293,403.0,898.0,0.449,0.448,142.0,179.0,0.793,46.0,179.0,225.0,311.0,44.0,14.0,175.0,84.0,1080.0,0.0,,4
2015,63.0,Kyrie Irving,23.0,CLE,PG,53.0,53.0,1667.0,394.0,879.0,0.448,84.0,262.0,0.321,310.0,617.0,0.502,0.496,169.0,191.0,0.885,44.0,113.0,157.0,249.0,56.0,18.0,124.0,107.0,1041.0,0.0,,1
2015,64.0,Zach Randolph,34.0,MEM,PF,68.0,53.0,2016.0,431.0,907.0,0.475,6.0,26.0,0.231,425.0,881.0,0.482,0.479,172.0,216.0,0.796,179.0,350.0,529.0,142.0,43.0,13.0,105.0,146.0,1040.0,1.0,,1
2015,68.0,Danilo Gallinari,27.0,DEN,SF,53.0,53.0,1839.0,287.0,700.0,0.41,87.0,239.0,0.364,200.0,461.0,0.434,0.472,375.0,432.0,0.868,52.0,229.0,281.0,135.0,42.0,19.0,77.0,87.0,1036.0,0.0,,1
2015,75.0,Derrick Favors,24.0,UTA,PF,62.0,59.0,1983.0,418.0,811.0,0.515,0.0,4.0,0.0,418.0,807.0,0.518,0.515,180.0,254.0,0.709,169.0,334.0,503.0,94.0,74.0,91.0,104.0,150.0,1016.0,0.0,,2
2015,79.0,Serge Ibaka,26.0,OKC,PF,78.0,78.0,2500.0,416.0,869.0,0.479,60.0,184.0,0.326,356.0,685.0,0.52,0.513,91.0,121.0,0.752,141.0,392.0,533.0,66.0,38.0,148.0,108.0,211.0,983.0,0.0,,3
2015,82.0,Dwight Howard,30.0,HOU,C,71.0,71.0,2280.0,372.0,600.0,0.62,0.0,6.0,0.0,372.0,594.0,0.626,0.62,232.0,474.0,0.489,238.0,597.0,835.0,98.0,69.0,113.0,166.0,219.0,976.0,0.0,,3
2015,106.0,Mike Conley,28.0,MEM,PG,56.0,56.0,1761.0,294.0,696.0,0.422,78.0,215.0,0.363,216.0,481.0,0.449,0.478,191.0,229.0,0.834,26.0,138.0,164.0,342.0,67.0,16.0,84.0,100.0,857.0,0.0,,5
2015,107.0,Tony Parker,33.0,SAS,PG,72.0,72.0,1980.0,350.0,710.0,0.493,27.0,65.0,0.415,323.0,645.0,0.501,0.512,130.0,171.0,0.76,17.0,159.0,176.0,379.0,54.0,11.0,131.0,114.0,857.0,0.0,,1
2015,113.0,Kenneth Faried,26.0,DEN,PF,67.0,64.0,1694.0,349.0,626.0,0.558,1.0,2.0,0.5,348.0,624.0,0.558,0.558,136.0,222.0,0.613,235.0,346.0,581.0,79.0,32.0,60.0,91.0,169.0,835.0,0.0,,1
2015,126.0,Ricky Rubio,25.0,MIN,PG,76.0,76.0,2323.0,219.0,586.0,0.374,62.0,190.0,0.326,157.0,396.0,0.396,0.427,266.0,314.0,0.847,40.0,286.0,326.0,658.0,162.0,10.0,193.0,201.0,766.0,0.0,,1
2015,127.0,Markieff Morris,26.0,2TM,PF,64.0,45.0,1629.0,305.0,718.0,0.425,47.0,155.0,0.303,258.0,563.0,0.458,0.458,108.0,147.0,0.735,73.0,279.0,352.0,124.0,58.0,34.0,135.0,184.0,765.0,0.0,,1
2015,127.0,Markieff Morris,26.0,PHO,PF,37.0,24.0,917.0,171.0,431.0,0.397,22.0,76.0,0.289,149.0,355.0,0.42,0.422,66.0,92.0,0.717,43.0,151.0,194.0,87.0,33.0,17.0,90.0,104.0,430.0,0.0,,1
2015,127.0,Markieff Morris,26.0,WAS,PF,27.0,21.0,712.0,134.0,287.0,0.467,25.0,79.0,0.316,109.0,208.0,0.524,0.51,42.0,55.0,0.764,30.0,128.0,158.0,37.0,25.0,17.0,45.0,80.0,335.0,0.0,,1
2015,136.0,Blake Griffin,26.0,LAC,PF,35.0,35.0,1170.0,301.0,603.0,0.499,6.0,18.0,0.333,295.0,585.0,0.504,0.504,141.0,194.0,0.727,51.0,243.0,294.0,170.0,28.0,17.0,83.0,95.0,749.0,0.0,,3
2015,157.0,Jared Dudley,30.0,WAS,PF,81.0,41.0,2098.0,233.0,487.0,0.478,100.0,238.0,0.42,133.0,249.0,0.534,0.581,72.0,98.0,0.735,54.0,232.0,286.0,170.0,75.0,18.0,80.0,190.0,638.0,0.0,,5
2015,160.0,Eric Bledsoe,26.0,PHO,PG,31.0,31.0,1059.0,223.0,492.0,0.453,48.0,129.0,0.372,175.0,363.0,0.482,0.502,138.0,172.0,0.802,18.0,107.0,125.0,190.0,63.0,19.0,110.0,75.0,632.0,0.0,,2
2015,162.0,Taj Gibson,30.0,CHI,PF,73.0,55.0,1936.0,263.0,500.0,0.526,0.0,3.0,0.0,263.0,497.0,0.529,0.526,101.0,146.0,0.692,206.0,298.0,504.0,106.0,47.0,77.0,78.0,180.0,627.0,0.0,,3
2015,248.0,Alec Burks,24.0,UTA,SG,31.0,3.0,797.0,137.0,334.0,0.41,32.0,79.0,0.405,105.0,255.0,0.412,0.458,106.0,141.0,0.752,16.0,93.0,109.0,63.0,18.0,4.0,51.0,71.0,412.0,0.0,,1
2015,261.0,Andrew Bogut,31.0,GSW,C,70.0,66.0,1451.0,175.0,279.0,0.627,1.0,1.0,1.0,174.0,278.0,0.626,0.629,24.0,50.0,0.48,121.0,371.0,492.0,162.0,33.0,114.0,83.0,221.0,375.0,0.0,,2
2015,263.0,Ty Lawson,28.0,2TM,PG,66.0,13.0,1411.0,139.0,354.0,0.393,36.0,108.0,0.333,103.0,246.0,0.419,0.444,59.0,86.0,0.686,26.0,94.0,120.0,237.0,53.0,7.0,95.0,87.0,373.0,0.0,,3
2015,263.0,Ty Lawson,28.0,HOU,PG,53.0,12.0,1176.0,111.0,287.0,0.387,31.0,94.0,0.33,80.0,193.0,0.415,0.441,56.0,80.0,0.7,20.0,69.0,89.0,180.0,43.0,6.0,82.0,71.0,309.0,0.0,,3
2015,263.0,Ty Lawson,28.0,IND,PG,13.0,1.0,235.0,28.0,67.0,0.418,5.0,14.0,0.357,23.0,53.0,0.434,0.455,3.0,6.0,0.5,6.0,25.0,31.0,57.0,10.0,1.0,13.0,16.0,64.0,0.0,,3
2015,361.0,Anderson Varejao,33.0,2TM,C,53.0,0.0,496.0,53.0,124.0,0.427,0.0,1.0,0.0,53.0,123.0,0.431,0.427,32.0,50.0,0.64,37.0,104.0,141.0,35.0,16.0,10.0,22.0,70.0,138.0,0.0,,1
2015,361.0,Anderson Varejao,33.0,CLE,C,31.0,0.0,310.0,32.0,76.0,0.421,0.0,1.0,0.0,32.0,75.0,0.427,0.421,16.0,21.0,0.762,24.0,67.0,91.0,20.0,11.0,5.0,16.0,35.0,80.0,0.0,,1
2015,361.0,Anderson Varejao,33.0,GSW,C,22.0,0.0,186.0,21.0,48.0,0.438,0.0,0.0,,21.0,48.0,0.438,0.438,16.0,29.0,0.552,13.0,37.0,50.0,15.0,5.0,5.0,6.0,35.0,58.0,0.0,,1
2015,370.0,Joakim Noah,30.0,CHI,C,29.0,2.0,635.0,51.0,133.0,0.383,0.0,1.0,0.0,51.0,132.0,0.386,0.383,22.0,45.0,0.489,87.0,168.0,255.0,110.0,18.0,29.0,52.0,77.0,124.0,0.0,,5
2015,372.0,Nick Collison,35.0,OKC,PF,59.0,4.0,699.0,50.0,109.0,0.459,0.0,2.0,0.0,50.0,107.0,0.467,0.459,23.0,33.0,0.697,68.0,103.0,171.0,52.0,15.0,16.0,50.0,107.0,123.0,0.0,,1
2016,1.0,Russell Westbrook,28.0,OKC,PG,81.0,81.0,2802.0,824.0,1941.0,0.425,200.0,583.0,0.343,624.0,1358.0,0.459,0.476,710.0,840.0,0.845,137.0,727.0,864.0,840.0,132.0,31.0,438.0,190.0,2558.0,42.0,"MVP-1,AS,NBA1",1
2016,2.0,James Harden,27.0,HOU,PG,81.0,81.0,2947.0,674.0,1533.0,0.44,262.0,756.0,0.347,412.0,777.0,0.53,0.525,746.0,881.0,0.847,95.0,564.0,659.0,907.0,121.0,38.0,464.0,215.0,2356.0,22.0,"MVP-2,AS,NBA1",1
2016,4.0,Anthony Davis,23.0,NOP,C,75.0,75.0,2708.0,770.0,1526.0,0.505,40.0,134.0,0.299,730.0,1392.0,0.524,0.518,519.0,647.0,0.802,172.0,712.0,884.0,157.0,94.0,167.0,181.0,168.0,2099.0,0.0,"MVP-9,AS,NBA1,DEF2",1
2016,6.0,Damian Lillard,26.0,POR,PG,75.0,75.0,2694.0,661.0,1488.0,0.444,214.0,579.0,0.37,447.0,909.0,0.492,0.516,488.0,545.0,0.895,46.0,322.0,368.0,440.0,68.0,20.0,197.0,152.0,2024.0,0.0,,1
2016,7.0,DeMar DeRozan,27.0,TOR,SG,74.0,74.0,2620.0,721.0,1545.0,0.467,33.0,124.0,0.266,688.0,1421.0,0.484,0.477,545.0,647.0,0.842,70.0,316.0,386.0,290.0,78.0,13.0,180.0,134.0,2020.0,0.0,"MVP-11,AS,NBA3",4
2016,8.0,Stephen Curry,28.0,GSW,PG,79.0,79.0,2638.0,675.0,1443.0,0.468,324.0,789.0,0.411,351.0,654.0,0.537,0.58,325.0,362.0,0.898,61.0,292.0,353.0,524.0,142.0,17.0,239.0,183.0,1999.0,0.0,"MVP-6,AS,NBA2",4
2016,10.0,DeMarcus Cousins,26.0,2TM,C,72.0,72.0,2465.0,647.0,1432.0,0.452,131.0,363.0,0.361,516.0,1069.0,0.483,0.498,517.0,670.0,0.772,152.0,642.0,794.0,332.0,100.0,93.0,269.0,278.0,1942.0,2.0,AS,3
2016,10.0,DeMarcus Cousins,26.0,SAC,C,55.0,55.0,1891.0,505.0,1118.0,0.452,95.0,267.0,0.356,410.0,851.0,0.482,0.494,423.0,549.0,0.77,115.0,468.0,583.0,266.0,75.0,74.0,207.0,203.0,1528.0,2.0,,3
2016,10.0,DeMarcus Cousins,26.0,NOP,C,17.0,17.0,574.0,142.0,314.0,0.452,36.0,96.0,0.375,106.0,218.0,0.486,0.51,94.0,121.0,0.777,37.0,174.0,211.0,66.0,25.0,19.0,62.0,75.0,414.0,0.0,,3
2016,12.0,Kawhi Leonard,25.0,SAS,SF,74.0,74.0,2474.0,636.0,1312.0,0.485,147.0,387.0,0.38,489.0,925.0,0.529,0.541,469.0,533.0,0.88,80.0,350.0,430.0,260.0,133.0,55.0,154.0,122.0,1888.0,0.0,"MVP-3,DPOY-3,AS,NBA1,DEF1",2
2016,15.0,Kemba Walker,26.0,CHO,PG,79.0,79.0,2739.0,643.0,1449.0,0.444,240.0,602.0,0.399,403.0,847.0,0.476,0.527,304.0,359.0,0.847,45.0,263.0,308.0,434.0,85.0,22.0,168.0,119.0,1830.0,0.0,AS,2
2016,17.0,Kyrie Irving,24.0,CLE,PG,72.0,72.0,2525.0,671.0,1420.0,0.473,177.0,441.0,0.401,494.0,979.0,0.505,0.535,297.0,328.0,0.905,52.0,178.0,230.0,418.0,83.0,24.0,180.0,157.0,1816.0,0.0,AS,2
2016,18.0,John Wall,26.0,WAS,PG,78.0,78.0,2836.0,647.0,1435.0,0.451,89.0,272.0,0.327,558.0,1163.0,0.48,0.482,422.0,527.0,0.801,59.0,267.0,326.0,831.0,157.0,49.0,322.0,151.0,1805.0,0.0,"MVP-7,AS,NBA3",3
2016,20.0,Paul George,26.0,IND,SF,75.0,75.0,2689.0,622.0,1348.0,0.461,195.0,496.0,0.393,427.0,852.0,0.501,0.534,336.0,374.0,0.898,58.0,434.0,492.0,251.0,119.0,27.0,220.0,206.0,1775.0,0.0,AS,3
2016,21.0,Klay Thompson,26.0,GSW,SG,78.0,78.0,2649.0,644.0,1376.0,0.468,268.0,647.0,0.414,376.0,729.0,0.516,0.565,186.0,218.0,0.853,49.0,236.0,285.0,160.0,66.0,40.0,128.0,139.0,1742.0,0.0,AS,2
2016,33.0,Eric Bledsoe,27.0,PHO,PG,66.0,66.0,2176.0,449.0,1034.0,0.434,104.0,310.0,0.335,345.0,724.0,0.477,0.485,388.0,458.0,0.847,52.0,268.0,320.0,418.0,91.0,31.0,224.0,164.0,1390.0,1.0,,3
2016,36.0,Blake Griffin,27.0,LAC,PF,61.0,61.0,2076.0,479.0,971.0,0.493,38.0,113.0,0.336,441.0,858.0,0.514,0.513,320.0,421.0,0.76,112.0,385.0,497.0,300.0,57.0,22.0,142.0,157.0,1316.0,1.0,,4
2016,47.0,Serge Ibaka,27.0,2TM,PF,79.0,79.0,2422.0,471.0,982.0,0.48,124.0,317.0,0.391,347.0,665.0,0.522,0.543,107.0,125.0,0.856,129.0,409.0,538.0,75.0,41.0,124.0,105.0,215.0,1173.0,0.0,,4
2016,47.0,Serge Ibaka,27.0,ORL,PF,56.0,56.0,1710.0,343.0,703.0,0.488,83.0,214.0,0.388,260.0,489.0,0.532,0.547,77.0,91.0,0.846,100.0,282.0,382.0,60.0,34.0,91.0,66.0,139.0,846.0,0.0,,4
2016,47.0,Serge Ibaka,27.0,TOR,PF,23.0,23.0,712.0,128.0,279.0,0.459,41.0,103.0,0.398,87.0,176.0,0.494,0.532,30.0,34.0,0.882,29.0,127.0,156.0,15.0,7.0,33.0,39.0,76.0,327.0,0.0,,4
2016,50.0,Derrick Rose,28.0,NYK,PG,64.0,64.0,2082.0,460.0,977.0,0.471,13.0,60.0,0.217,447.0,917.0,0.487,0.477,221.0,253.0,0.874,66.0,180.0,246.0,283.0,44.0,17.0,147.0,84.0,1154.0,0.0,,5
2016,51.0,Danilo Gallinari,28.0,DEN,SF,63.0,63.0,2134.0,335.0,750.0,0.447,126.0,324.0,0.389,209.0,426.0,0.491,0.531,349.0,387.0,0.902,39.0,286.0,325.0,135.0,40.0,15.0,82.0,93.0,1145.0,0.0,,2
2016,55.0,Wilson Chandler,29.0,DEN,SF,71.0,33.0,2197.0,433.0,939.0,0.461,110.0,326.0,0.337,323.0,613.0,0.527,0.52,141.0,194.0,0.727,103.0,357.0,460.0,141.0,51.0,30.0,114.0,172.0,1117.0,0.0,,2
2016,58.0,Marcus Morris Sr.,27.0,DET,SF,79.0,79.0,2565.0,421.0,1007.0,0.418,118.0,357.0,0.331,303.0,650.0,0.466,0.477,145.0,185.0,0.784,77.0,289.0,366.0,160.0,52.0,25.0,87.0,168.0,1105.0,0.0,,2
2016,59.0,Chris Paul,31.0,LAC,PG,61.0,61.0,1921.0,374.0,785.0,0.476,124.0,302.0,0.411,250.0,483.0,0.518,0.555,232.0,260.0,0.892,40.0,264.0,304.0,563.0,119.0,8.0,147.0,146.0,1104.0,1.0,DEF1,4
2016,60.0,Nikola Vucevic,26.0,ORL,C,75.0,55.0,2163.0,483.0,1031.0,0.468,23.0,75.0,0.307,460.0,956.0,0.481,0.48,107.0,160.0,0.669,176.0,603.0,779.0,208.0,76.0,74.0,117.0,180.0,1096.0,0.0,,2
